Budget Year Name,Account Type,Balance Type,Current Stage Desc,Unit And Desc,DEPT,Subunit And Desc,Child Fund And Desc,Child Project And Desc,Program And Desc,Child Acct And Desc, Year Amount SUM 
FY10-11,Expense,Estimate,pre-test Midcycle,90543 - Oakland Convention Center Lease Payment,Non Departmental and Port,No SubUnit,6014 - Oakland Convention Center 1992,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 3,057,270 "
FY10-11,Expense,Estimate,pre-test Midcycle,90541 - Museum Lease Payment,Non Departmental and Port,No SubUnit,6015 - COP-Oakland Museum 2002 Series A,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 360,500 "
FY10-11,Expense,Estimate,pre-test Midcycle,90545 - Special Capital Improvement Construction,Non Departmental and Port,No SubUnit,6016 - Civic Improvement Corp. 1985,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 829,560 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6027 - JPFA Capital Projects: Series 2005,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 4,667,750 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6030 - Taxable Pension Obligation Bonds: 1997 Series A,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 25,346,610 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6036 - JPFA Refunding Revenue Bonds: 2008 Series A-1 (Tax-Exempt Bonds),0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 5,939,650 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6037 - JPFA Refunding Revenue Bonds: 2008 Series A-2 (Taxable Bonds),0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 755,480 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6063 - General Obligation Bonds: Series 2005,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 4,592,840 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,"6310 - Measure G: 2002A Zoo, Museum, Chabot",0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 1,679,750 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,"6311 - Measure G: 2006 Zoo, Museum",0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 908,360 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,"6320 - Measure DD: 2003A Clean Water, Safe Parks and Open Space Trust Fund for Oakland",0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 2,843,010 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6570 - JPFA Pooled Assessment: 1996 Revenue Bonds - Assessment,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 11,200 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6580 - JPFA Pooled Assessment: 1997 Revenue Bonds,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 4,240 "
FY10-11,Expense,Estimate,pre-test Midcycle,90411 - Debt Service,Non Departmental and Port,No SubUnit,6585 - JPFA Reassessment District: 1999  Debt Service,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 270,180 "
FY10-11,Expense,Estimate,pre-test Midcycle,90545 - Special Capital Improvement Construction,Non Departmental and Port,No SubUnit,6612 - JPFA Lease Revenue Refunding Bonds (Admin Building): 2008 Series B,0000000 - UNDETERMINED PROJECT,IN09 - DEBT/LEASE PAYMENTS,58215 - Interest on Long-Term Debt," 4,605,930 "
FY10-11,Expense,Estimate,pre-test Midcycle,88579 - Commercial Lending,Community and Economic Development Agency,No SubUnit,2104 - Department of Commerce,G02510 - EDA REVOLVING LOAN PROGRAM,SC04 - COMMERCIAL LENDING,58311 - Loan Expenditures: Grant Funded," 16,770 "
FY10-11,Expense,Estimate,pre-test Midcycle,88939 - Municipal Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G155710 - EMERGENCY HOME REPAIR PROGRAM 99-01,NB32 - HOME OWNERSHIP & REHABILITATION,58311 - Loan Expenditures: Grant Funded," 382,620 "
FY10-11,Expense,Estimate,pre-test Midcycle,88939 - Municipal Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G08750 - REHAB LOAN PROGRAM COSTS,NB32 - HOME OWNERSHIP & REHABILITATION,58311 - Loan Expenditures: Grant Funded," 1,472,760 "
FY10-11,Expense,Estimate,pre-test Midcycle,88929 - Housing Development,Community and Economic Development Agency,No SubUnit,2109 - HUD-Home,G172111 - HOME HOUSING DEVELOPMENT,SC14 - HOUSING DEVELOPMENT,58311 - Loan Expenditures: Grant Funded," 4,277,850 "
FY10-11,Expense,Estimate,pre-test Midcycle,88989 - Homeownership Programs,Community and Economic Development Agency,No SubUnit,2185 - Oakland Redevelopment Agency Grants,P41700 - FIRST TIME HOMEBUYERS PROG.ORA,NB32 - HOME OWNERSHIP & REHABILITATION,58312 - Loan Expenditures: Non-Grant," 1,500,000 "
FY10-11,Expense,Estimate,pre-test Midcycle,88469 - Building Codes - Other,Community and Economic Development Agency,No SubUnit,2415 - Development Service Fund,A379710 - RELOCATION ASST RVLVG  PRGM,PS31 - DEVELOPMENT PERMIT INSPECTIONS,58312 - Loan Expenditures: Non-Grant," 150,000 "
FY10-11,Expense,Estimate,pre-test Midcycle,88639 - Real Estate,Community and Economic Development Agency,No SubUnit,1010 - General Fund: General Purpose,P47010 - SURPLUS PROPERTY DISPOSITION,PS32 - REAL ESTATE,58521 - Overhead: Departmental Cost Allocation," 4,690 "
FY10-11,Expense,Estimate,pre-test Midcycle,88722 - Oakland Film Office,Community and Economic Development Agency,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,SC02 - MARKETING & SPECIAL EVENTS,58521 - Overhead: Departmental Cost Allocation," 28,390 "
FY10-11,Expense,Estimate,pre-test Midcycle,88969 - Residential Rent Arbitration,Community and Economic Development Agency,No SubUnit,1010 - General Fund: General Purpose,P190010 - RENT ARBITRATION,SC15 - RESIDENTIAL RENT ADJUSTMENT,58521 - Overhead: Departmental Cost Allocation," 132,600 "
FY10-11,Expense,Estimate,pre-test Midcycle,88742 - Cultural Funding,Community and Economic Development Agency,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,CE02 - CULTURAL FUNDING PROGRAM,58521 - Overhead: Departmental Cost Allocation," 22,350 "
FY10-11,Expense,Estimate,pre-test Midcycle,30656 - Building Maintenance: Plumbing,Public Works Agency,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,NB07 - GROUNDS,58521 - Overhead: Departmental Cost Allocation," 4,540 "
FY10-11,Expense,Estimate,pre-test Midcycle,30652 - Landscape Maintenance,Public Works Agency,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,NB07 - GROUNDS,58521 - Overhead: Departmental Cost Allocation," 116,720 "
FY10-11,Expense,Estimate,pre-test Midcycle,30535 - Infrastructure Maint: Tree Services,Public Works Agency,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,NB09 - TREES,58521 - Overhead: Departmental Cost Allocation," 81,460 "
FY10-11,Expense,Estimate,pre-test Midcycle,04311 - Advisory,City Attorney,No SubUnit,1150 - Worker's Compensation Insurance Claims,0000000 - UNDETERMINED PROJECT,IP18 - ADVISORY SERVICES,58521 - Overhead: Departmental Cost Allocation," 5,490 "
FY10-11,Expense,Estimate,pre-test Midcycle,04211 - Litigation,City Attorney,No SubUnit,1150 - Worker's Compensation Insurance Claims,0000000 - UNDETERMINED PROJECT,IP17 - LITIGATION SERVICES,58521 - Overhead: Departmental Cost Allocation," 97,810 "
FY10-11,Expense,Estimate,pre-test Midcycle,04111 - City Attorney: Administration,City Attorney,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,IP17 - LITIGATION SERVICES,58521 - Overhead: Departmental Cost Allocation," 22,440 "
FY10-11,Expense,Estimate,pre-test Midcycle,04311 - Advisory,City Attorney,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,IP18 - ADVISORY SERVICES,58521 - Overhead: Departmental Cost Allocation," 49,400 "
FY10-11,Expense,Estimate,pre-test Midcycle,88559 - Business Development,Community and Economic Development Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,"SC11 - BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",58521 - Overhead: Departmental Cost Allocation," 16,370 "
FY10-11,Expense,Estimate,pre-test Midcycle,30681 - Environmental Services: Administration,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC26 - SUSTAINABLE OAKLAND PROGRAM,58521 - Overhead: Departmental Cost Allocation," 10,120 "
FY10-11,Expense,Estimate,pre-test Midcycle,30684 - Environmental Services: Sustainability,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC26 - SUSTAINABLE OAKLAND PROGRAM,58521 - Overhead: Departmental Cost Allocation," 15,550 "
FY10-11,Expense,Estimate,pre-test Midcycle,30683 - Environmental Services: Environmental Remediation,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC26 - SUSTAINABLE OAKLAND PROGRAM,58521 - Overhead: Departmental Cost Allocation," 15,990 "
FY10-11,Expense,Estimate,pre-test Midcycle,30674 - Illegal Dumping,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 14,380 "
FY10-11,Expense,Estimate,pre-test Midcycle,30681 - Environmental Services: Administration,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC17 - RECYCLING & SOLID WASTE,58521 - Overhead: Departmental Cost Allocation," 23,850 "
FY10-11,Expense,Estimate,pre-test Midcycle,30682 - Environmental Services: Recycling Solid Waste,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC17 - RECYCLING & SOLID WASTE,58521 - Overhead: Departmental Cost Allocation," 95,250 "
FY10-11,Expense,Estimate,pre-test Midcycle,30685 - Environmental Services: Watershed Program,Public Works Agency,No SubUnit,1710 - Recycling Program,0000000 - UNDETERMINED PROJECT,SC26 - SUSTAINABLE OAKLAND PROGRAM,58521 - Overhead: Departmental Cost Allocation," 3,820 "
FY10-11,Expense,Estimate,pre-test Midcycle,30685 - Environmental Services: Watershed Program,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,SC26 - SUSTAINABLE OAKLAND PROGRAM,58521 - Overhead: Departmental Cost Allocation," 6,060 "
FY10-11,Expense,Estimate,pre-test Midcycle,30652 - Landscape Maintenance,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB07 - GROUNDS,58521 - Overhead: Departmental Cost Allocation," 211,620 "
FY10-11,Expense,Estimate,pre-test Midcycle,30673 - Graffiti Abatement Rapid Response,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 56,940 "
FY10-11,Expense,Estimate,pre-test Midcycle,30671 - Street Cleaning Graffiti Abatement: Administration,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 72,490 "
FY10-11,Expense,Estimate,pre-test Midcycle,30672 - Street Cleaning,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 240,580 "
FY10-11,Expense,Estimate,pre-test Midcycle,30531 - Infrastructure Maint: Administration,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,IN04 - STREETS & SIDEWALKS MGMT & DEVELOPMENT,58521 - Overhead: Departmental Cost Allocation," 6,620 "
FY10-11,Expense,Estimate,pre-test Midcycle,30674 - Illegal Dumping,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 332,060 "
FY10-11,Expense,Estimate,pre-test Midcycle,30675 - Clean Oakland Program,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 22,430 "
FY10-11,Expense,Estimate,pre-test Midcycle,30131 - Public Works Call Center,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,AD01 - ADMINISTRATION-TO BE ALLOCATED,58521 - Overhead: Departmental Cost Allocation," 21,010 "
FY10-11,Expense,Estimate,pre-test Midcycle,30681 - Environmental Services: Administration,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,SC17 - RECYCLING & SOLID WASTE,58521 - Overhead: Departmental Cost Allocation," 2,660 "
FY10-11,Expense,Estimate,pre-test Midcycle,30676 - Litter Enforcement,Public Works Agency,No SubUnit,1720 - Comprehensive Clean-up,0000000 - UNDETERMINED PROJECT,NB35 - KEEP OAKLAND CLEAN & BEAUTIFUL,58521 - Overhead: Departmental Cost Allocation," 30,360 "
FY10-11,Expense,Estimate,pre-test Midcycle,88639 - Real Estate,Community and Economic Development Agency,No SubUnit,1770 - Telecommunications Land Use,0000000 - UNDETERMINED PROJECT,PS32 - REAL ESTATE,58521 - Overhead: Departmental Cost Allocation," 27,500 "
FY10-11,Expense,Estimate,pre-test Midcycle,78251 - Youth Services,Department of Human Services,No SubUnit,1780 - Kid's First Oakland Children's Fund,P364110 - FY10/11 OFCY-ADMINISTRATION,YS04 - OAKLAND FUND FOR CHILDREN & YOUTH,58521 - Overhead: Departmental Cost Allocation," 39,870 "
FY10-11,Expense,Estimate,pre-test Midcycle,78241 - Year Round Lunch Program,Department of Human Services,No SubUnit,2102 - Department of Agriculture,G360310 - SUMMER FOOD SERVICE PGM FY09/10,"YS13 - STRENGTHENING CHILDREN, YOUTH & FAMILIES",58521 - Overhead: Departmental Cost Allocation," 4,730 "
FY10-11,Expense,Estimate,pre-test Midcycle,78241 - Year Round Lunch Program,Department of Human Services,No SubUnit,2102 - Department of Agriculture,G360410 - SUMMER FOOD SERVICE PGM FY10/11,"YS13 - STRENGTHENING CHILDREN, YOUTH & FAMILIES",58521 - Overhead: Departmental Cost Allocation," 14,190 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G362510 - HOPWA 2009 FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation," 1,200 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G359610 - EMERGENCY SHELTER GRANT FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation, 840 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G359210 - SHYOHYHC FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation," 1,030 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G368710 - SHP/HFSN FY 10-11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation, 840 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G362310 - THP-MATILDA CLEVELAND FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation, 210 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G368810 - THP/FIT FY 10-11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,58521 - Overhead: Departmental Cost Allocation, 90 
FY10-11,Expense,Estimate,pre-test Midcycle,88579 - Commercial Lending,Community and Economic Development Agency,No SubUnit,2105 - HUD-EDI Grants,H66631 - ECONOMIC DEVELOPMENT PROGRAM,SC04 - COMMERCIAL LENDING,58521 - Overhead: Departmental Cost Allocation," 23,620 "
FY10-11,Expense,Estimate,pre-test Midcycle,04311 - Advisory,City Attorney,No SubUnit,2108 - HUD-CDBG,G05650 - OCD ADMINISTRATION,IP18 - ADVISORY SERVICES,58521 - Overhead: Departmental Cost Allocation," 18,520 "
FY10-11,Expense,Estimate,pre-test Midcycle,88939 - Municipal Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G368110 - NEIGHBORHOOD STABILIZATION PROGRAM,NB32 - HOME OWNERSHIP & REHABILITATION,58521 - Overhead: Departmental Cost Allocation," 12,700 "
FY10-11,Expense,Estimate,pre-test Midcycle,88939 - Municipal Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G08350 - LOAN SERVICING,NB32 - HOME OWNERSHIP & REHABILITATION,58521 - Overhead: Departmental Cost Allocation," 21,140 "
FY10-11,Expense,Estimate,pre-test Midcycle,88919 - Housing and Community Development: Support Staff,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G08750 - REHAB LOAN PROGRAM COSTS,YS11 - COMMUNITY DEVELOPMENT (CDBG),58521 - Overhead: Departmental Cost Allocation," 3,500 "
FY10-11,Expense,Estimate,pre-test Midcycle,88949 - CDBG Coordination,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G05650 - OCD ADMINISTRATION,YS11 - COMMUNITY DEVELOPMENT (CDBG),58521 - Overhead: Departmental Cost Allocation," 102,370 "
FY10-11,Expense,Estimate,pre-test Midcycle,88529 - Economic Development Director,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G01900 - BUSINESS DEVELOPMENT DELIVERY,"SC11 - BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",58521 - Overhead: Departmental Cost Allocation," 3,440 "
FY10-11,Expense,Estimate,pre-test Midcycle,88529 - Economic Development Director,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G00800 - PROJ DEVELOPMENT DEL COSTS,"SC11 - BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",58521 - Overhead: Departmental Cost Allocation," 15,320 "
FY10-11,Expense,Estimate,pre-test Midcycle,88559 - Business Development,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G83200 - NCR PROJECT DEVELOPMENT,"SC11 - BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",58521 - Overhead: Departmental Cost Allocation," 23,960 "
FY10-11,Expense,Estimate,pre-test Midcycle,88579 - Commercial Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G01900 - BUSINESS DEVELOPMENT DELIVERY,SC04 - COMMERCIAL LENDING,58521 - Overhead: Departmental Cost Allocation," 10,990 "
FY10-11,Expense,Estimate,pre-test Midcycle,88529 - Economic Development Director,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G83200 - NCR PROJECT DEVELOPMENT,"SC11 - BUSINESS CREATION, ATTRACTION, RETENTION, & EXPANSION",58521 - Overhead: Departmental Cost Allocation," 2,280 "
FY10-11,Expense,Estimate,pre-test Midcycle,88939 - Municipal Lending,Community and Economic Development Agency,No SubUnit,2108 - HUD-CDBG,G08750 - REHAB LOAN PROGRAM COSTS,NB32 - HOME OWNERSHIP & REHABILITATION,58521 - Overhead: Departmental Cost Allocation," 104,690 "
